Ann Radcliffe , Jacqueline Howard (Contributor)	The Mysteries of Udolpho	11.20	5.60	2.80		Penguin Classics	October 2, 2001	5	2	1		English	0140437592	978-0140437591	paperback	704	With The Mysteries of Udolpho, Ann Radcliffe raised the Gothic romance to a new level and inspired a long line of imitators. Portraying her heroine\'s inner life, creating a thick atmosphere of fear, and providing a gripping plot that continues to thrill readers today, The Mysteries of Udolpho is the story of orphan Emily St. Aubert, who finds herself separated from the man she loves and confined within the medieval castle of her aunt\'s new husband, Montoni. Inside the castle, she must cope with an unwanted suitor, Montoni\'s threats, and the wild imaginings and terrors that threaten to overwhelm her.	Penguin Classics	Mystery	''
Nancy Mehl	In the Dead of Winter: Ivy Towers Mystery Series #1	4.97	2.48	1.24		Barbour Publishing	July 1, 2008	7	3	0		English	1597895229	978-1597895224	paperback	256	Samantha Ivy Towers returns to Winter Break, Kansas, where she spent her summers as a child, to make funeral arrangements for her Aunt Bitty.  While there, she begins to suspect her aunt\'s death, which resulted from a fall in her bookshop, wasn\'t an accident after all. Childhood friend Amos Parker, now sheriff of Winter Break, seems anxious to get Ivy out of town. A missing book, a message scrawled by an unknown person, and an extra coffee cup leave Ivy with more questions than answers.	''	Mystery	''
Ron Roy , Timothy Bush (Illustrator)	Capital Mysteries #3: The Skeleton in the Smithsonian	3.99	2.00	1.00		Random House Books for Young Readers; 1 edition	August 26, 2003	8	1	0		English	030726517X	978-0307265173	paperback	96	When Leonard Fisher claims that the Smithsonian and all its museums belong to him, Washington D.C. goes into an uproar. KC Corcoran and her best friend Marshall have a feeling that there is something fishy about Fisher.  But if they are wrong, the United States may lose the Smithsonian forever!	TM	Mystery	''
Kristiana Gregory	Legend Of Skull Cliff	4.99	2.50	1.25		Scholastic	June 1, 2008	1	0	0		English	0439929520	978-0439929523	paperback	176	Action! Intrigue! Cliffhangers!  With a riveting overarching series storyline and a mini-mystery in each title, Cabin Creek gives readers what they crave: immediate answers AND ongoing suspense. Every book reveals clues, adds layers, and finds the characters investigating, plotting, and unraveling clues. They\'ll need their wits, their courage, and their gadgets to get to the bottom of the many mysteries of Lost Island. Jeff and David\'s dad told them they weren\'t allowed to explore Lost Island until Jeff\'s twelfth birthday, and they should never go alone. (cont.) As soon as they set foot on the marshy ground, they suspect something is not right. What secrets are hidden by the lingering mist and overgrown pines? The brothers had never believed the Legend of Robber\'s Cave, but now they have to wonder. And when their nine-year old cousin, Claire, convinces their parents that she should be part of the island outings, things get more complicated. Should they believe Mr. Wellback\'s warnings? Is there an actual cave? Did the stagecoach robber really die there? And did he take the secret of the treasure with him to his grave? The cousins plan to find out, but they soon realize that the truth is harder to uncover than the skeleton of an escaped illain.	Cabin Creek Mysteries	Mystery	''
Monica Ferris	Cutwork	6.99	3.50	1.75		Berkley	January 6, 2004	0	0	0		English	0425193896	978-0425193891	paperback	272	After an artisan is murdered at the Excelsior, Minnesota, art fair, everyone is on pins and needles. It\'s up to needlework shop owner Betsy Devonshire to figure out who had designs on the dead designer.	Needlecraft Mystery	Mystery	''
Alice Kimberly	The Ghost and the Dead Deb	6.99	3.50	1.75		Berkley	September 6, 2005	11	0	4		English	0425199444	978-0425199442	paperback	272	Bookshop owner Penelope Thornton-McClure wants her resident sleuth-ghost, Jack, to stop haunting her customers. But when a pretty author is murdered, Jack can\'t rest in peace.	Haunted Bookshop Mystery	Mystery	''
James N. Frey	How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript	16.29	12.22	8.14	4.07	St. Martin\'s Press; 1 edition	February 12, 2004	5	1	0	0	English	0312304463	978-0312304461	hardcover	288	Edgar award nominee James N. Frey, author of the internationally best-selling books on the craft of writing, How to Write a Damn Good Novel, How to Write a Damn Good Novel II: Advanced Techniques, and The Key: How to Write Damn Good Fiction Using the Power of Myth, has now written what is certain to become the standard \"how to\" book for mystery writing, How to Write a Damn Good Mystery.	''	Mystery	''
Ron Roy , John Steven Gurney (Illustrator)	The Panda Puzzle	3.99	2.00	1.00		Random House Books for Young Readers	February 26, 2002	8	0	3		English	0375802711	978-0375802713	paperback	96	P is for Panda. . . .	A to Z Mysteries	Mystery	''
Terri Thayer	Ocean Waves: A Quilting Mystery	10.17	5.08	2.54		MIDNIGHT INK	April 1, 2009	3	0	1		English	0738712175	978-0738712178	paperback	264	Quilt shop owner Dewey Pellicano intends to mix business with pleasure at the Sewing-by-the-Sea Symposium in Asilomar, California. But her plan is ruined by Mercedes Madsen, the militant conference organizer who acts more like a dictator than a director. Now tangled up in a bundle of trouble, Dewey is facing a notorious \"ghost,\" a mysterious missing woman, a stolen heirloom sewing box, and a mountain lion on the loose. . . and that\'s before she stumbles across the dead body. Armed only with blueprint fabric and her wits, Dewey must try to find a pattern in this crazy quilt of a murder mystery.	''	Mystery	''
Madelyn Alt	The Trouble With Magic	7.99	4.00	2.00		Berkley	January 3, 2006	7	0	0		English	0425207463	978-0425207468	paperback	272	A Bewitching mystery--first in the new paranormal chick-lit mystery series.	Bewitching Mysteries, No. 1	Mystery	''
Gail A Zimmerman	Invitation to a Murder: 48 Hours	7.99	4.00	2.00		Pocket	October 28, 2008	2	1	0		English	1416546596	978-1416546597	paperback	352	WAS HE A LOVING, PROTECTIVE HUSBAND? OR A COLD, CALCULATING KILLER?  TV\'s 48 Hours Mystery unravels the lethal secrets inside a seemingly perfect marriage -- and behind a chilling double homicide.  \"My wife is dying on the floor! Please, please come help!\" The frantic 911 call sent emergency units racing to a tidy brick home in suburban Springfield, Illinois. Beautiful, ivacious Donnah Winger had been bludgeoned to death by a male intruder; her attacker was fatally shot by Donnah\'s husband, Mark. In the aftermath of the horrific home invasion, family and friends rallied around Mark, a wellliked and respected nuclear scientist, and the infant daughter he and Donnah had just adopted; some even called him a hero.  But one rookie detective didn\'t buy Mark Winger\'s ersion of the grisly events of that August afternoon. After four years of relentless investigation, a closed case is reopened, and fragments of truth -- including shocking new witness testimony -- come together to reveal how Mark Winger turned a chance meeting with a troubled young man into the almost seamless killing of his own wife, with an Invitation To A Murder.	48 Hours Mystery	Mystery	''
Laura Childs	Chamomile Mourning	7.99	4.00	2.00		Berkley	March 7, 2006	7	1	0		English	0425206181	978-0425206188	paperback	320	At Charleston\'s Spoleto Festival, Theodosia Browning\'s Poet\'s Tea is forced indoors by rain--which is the least of her problems after a local auction house owner plummets from the balcony to his death. With a full kettle of suspects, Theodosia finds herself chasing a criminal who plans on showing her just how dangerous it is to stick her sensitive nose where it doesn\'t belong.	A Tea Shop Mystery	Mystery	''
Sandy Silverthorne , John Warner	One-Minute Mysteries and Brain Teasers: Good Clean Puzzles for Kids of All Ages	8.99	4.50	2.25		Harvest House Publishers	September 1, 2007	6	0	0		English	0736919422	978-0736919425	paperback	176	Readers of all ages will be astonished and stumped by these interactive mysteries. In brief paragraphs and black-and-white illustrations, award-winning author Sandy Silverthorne and John Warner present 100 puzzles, each with a logical aha answerthat may require thinking outside the box. Clues and answers are included in separate sections. Rex is surprised when the phone rings. He answers it and writes down a message. He doesnt know the person who called or the person being called. He will never meet them. What is going on?  Clue: Rex was working Clue: He was in a public place Clue: It wasnt his personal phone  Answer: Rex works for the phone company. Hed just finished repairing a pay phone and it rang. The caller explained her friend was supposed to be there.  Rex wrote down the message and left it for the friend to find.  Hours of wholesome entertainment is practically guaranteed!	''	Mystery	''
Ron Roy , John Steven Gurney (Illustrator)	The Deadly Dungeon	3.99	2.00	1.00		Random House Books for Young Readers	March 3, 1998	14	0	1		English	0679887555	978-0679887553	paperback	96	Dink\'s favorite mystery writer, Wallis Wallace, has invited Dink, Josh, and	A to Z Mysteries	Mystery	''
Georgette Heyer	Why Shoot a Butler?	10.18	5.09	2.54		Sourcebooks Landmark	April 1, 2009	10	6	0		English	1402217951	978-1402217951	paperback	336	Every family has secrets, but the Fountains\' are turning deadly On a dark night, along a lonely country road, barrister Frank Amberley stops to help a young lady in distress and discovers a sports car with a corpse behind the wheel. The girl protests her innocence, and Amberley believes her--at least until he gets drawn into the mystery and the clues incriminating Shirley Brown begin to add up In an English country-house murder mystery with a twist, it\'s the butler who\'s the ictim, every clue complicates the puzzle, and the bumbling police are well-meaning but completely baffled. Fortunately, in ferreting out a desperate killer, amateur sleuth Amberley is as brilliant as he is arrogant, but this time he\'s not sure he wants to know the truth PRAISE FOR WHY SHOOT A BUTLER?  \"If genteel mysteries are your cup of tea, you have here a steaming teapot just waiting to be poured.\"	''	Mystery	''
Maggie Sefton	A Deadly Yarn	6.99	3.50	1.75		Berkley	August 1, 2006	13	8	1		English	0425207072	978-0425207079	paperback	272	Knitter Kelly Flynn is thrilled that her friend Allison is joining a New York designer\'s studio. But when the young artist\'s new life ends before it begins, Kelly must unravel Allison\'s messy, fast-track social circle-and its lethally wound threads.	Knitting Mysteries, No. 3	Mystery	''
Mike Ashley (Author, Editor)	The Mammoth Book of Perfect Crimes and Impossible Mysteries	11.66	5.83	2.92		Running Press	December 17, 2006	0	0	0		English	0786718935	978-0786718931	paperback	512	From the likes of Robert Randisi, Peter Crowther, and Max Rittenberg, these 30 stories of bizarre and impossible crimes will fascinate and intrigue the reader who grapples with their intricate puzzles. A man alone in an all-glass phone booth, isible on CCTV and with no one near him, is killed by an ice pick. A man sitting alone in a room is shot by a bullet fired only onceover 200 years ago. A man enters a cable-car alone, and is isible for the entire journey, only to be found dead when he reaches the bottom. A man receives mail in response to letters apparently written by him  after his death. The Mammoth Book of Perfect Crimes and Impossible Mysteries is a stunning collection of brand new and previously unpublished stories, as well as many stories from rare mystery journals appearing for the first time in book form.	''	Mystery	''
Ron Roy , Timothy Bush (Illustrator)	Capital Mysteries #6: Fireworks at the FBI	3.99	2.00	1.00		Random House Books for Young Readers	May 23, 2006	6	0	0		English	0375875271	978-0375875274	paperback	96	KC and her friend Marshall are watching the fourth of July fireworks with the president of the United States when they see smoke and sparks in the distance. Its more fireworks, but they are not part of the holiday plan.  Theyre coming from the FBI Building! Is it just a prank? Or are these fireworks masking a bigger mystery . . . and a capital crime?	TM	Mystery	''
John Eldredge , Stasi Eldredge	Captivating: A Guided Journal: Unveiling the Mystery of a Woman's Soul	12.23	6.12	3.06		Thomas Nelson	July 18, 2005	15	4	0		English	0785207007	978-0785207009	paperback	196	Every little girl has dreams of being rescued by the hero, of being swept away into a great adventure, of being the beautiful princess. Sadly, when women grow up, they are taught to be tough, efficient, and independent.  Many Christian women are tired, struggling under the weight of the pressure to be a \"good servant,\" a nurturing caregiver, passionate lover, or capable home manager.  What the Wild at Heart Field Manual did for men, the Captivating: A Guided Journal can do for women. By revealing the three distinctly female desires every woman shares, John and Stasi Eldredge invite participants to recover their feminine hearts, which may have suffered many wounds but were originally defined in the image of a passionate God.	''	Mystery	''
Laura Childs	Shades of Earl Grey	7.99	4.00	2.00		Berkley	January 7, 2003	7	2	0		English	0425188213	978-0425188217	paperback	256	Indigo Tea Shop owner Theodosia Browning is finally invited to a social event that she doesn\'t have to cater-but trouble is brewing at the engagement soiree of the season...	A Tea Shop Mystery	Mystery	''
Ann Radcliffe , Bonamy Dobree (Editor), Terry Castle (Introduction)	The Mysteries of Udolpho	11.16	5.58	2.79		Oxford University Press, USA	November 15, 2008	8	1	0		English	0199537410	978-0199537419	paperback	736	A best-seller in its day and a potent influence on Sade, Poe, and other purveyors of eighteenth and nineteenth-century Gothic horror, The Mysteries of Udolpho remains one of the most important works in the history of European fiction. After Emily St. Aubuert is imprisoned by her evil guardian, Count Montoni, in his gloomy medieval fortress in the Appenines, terror becomes the order of the day. With its dream-like plot and hallucinatory rendering of its characters\' psychological states, The Mysteries of Udolpho is a fascinating challenge to contemporary readers.	Oxford World\'s Classics	Mystery	''
Ron Roy , John Steven Gurney (Illustrator)	Detective Camp	4.99	2.50	1.25		Random House Books for Young Readers	May 9, 2006	2	1	0		English	0375835342	978-0375835346	paperback	144	Dink, Josh, And Ruth Rose are back! This time, theyre off to a camp for detectives! The camp directors have set up a week of lessons in forensics and fun mysteries for the campers to solve. The kids are following the planned clues when they stumble upon a real crime. This exciting extension to the A to Z Mysteries chapter book series features favorite characters, a longer plot, alphabet clues, and a 26-letter message hidden in the art.	A to Z Mysteries Super Edition, No. 1	Mystery	''
Gertrude Chandler Warner , David Cunningham (Illustrator)	Tree House Mystery	4.50	2.25	1.13		Albert Whitman & Company	October 1990	12	0	0		English	0807580872	978-0807580875	paperback	127	From the new tree house the Aldens can keep an eye on the house next door. That house has a ery old and special secret...and the Boxcar Children are determined to find out what it is!.	Boxcar Children	Mystery	''
Ron Roy , John Steven Gurney (Illustrator)	The Canary Caper	3.99	2.00	1.00		Random House Books for Young Readers	March 3, 1998	4	0	0		English	0679885935	978-0679885931	paperback	96	C is for Canary...Dink, Josh, and Ruth Rose get an urgent call from Mrs.	A to Z Mysteries	Mystery	''
Anne George	Murder on a Bad Hair Day: A Southern Sisters Mystery	7.99	4.00	2.00		Avon	January 1, 2001	4	0	0		English	0380780879	978-0380780877	paperback	256	Murder on a Bad Hair Day It\'s hard to believe practical, petite ex-schoolteacher Patricia Anne and amiable, ample-bodied, and outrageous Mary Alice are sisters, yet sibling rivalry has survived decades of good-natured disagreement about everything from husbands to hair color. No sooner do the Southern sisters discover a common interest in some local art, when they\'re arguing the artistic merits of some well-coiffured heads at a gallery opening. A few hours later, one of those pretty ladies ends up dead -- with not a hair out of place. The other shows up on Patricia Anne\'s doorstep dazed, disheveled, and telling a wild tale of a narrow escape from some deadly cuts. Now the sisters are once again combing for clues to catch a killer with a bizarre style in art -- and murder.	''	Mystery	''
Carolyn Keene , Russell H. Tandy (Illustrator)	The Mystery of the Tolling Bell	6.99	5.24	3.50	1.75	Grosset & Dunlap; New edition edition	January 1, 1946	14	0	0	0	English	0448095238	978-0448095233	hardcover	213	Nancy Drew and her two friends help uncover a gang of swindlers while acationing in a seaside town.	Nancy Drew Mystery Stories, No 23	Mystery	''
Ron Roy , John Steven Gurney (Illustrator)	White House White-Out	4.99	2.50	1.25		Random House Books for Young Readers	August 12, 2008	6	0	0		English	0375847219	978-0375847219	paperback	144	ITS A SNOWY December in Washington, D.C., and Dink, Josh, and Ruth Rose are there to see the sights. While theyre admiring the White House, they meet the presidents stepdaughter, KC, and her friend, Marshall. Soon, in the confusion of all the people decorating the White House for Christmas, the presidents dog, Natasha, goes missing! The kids set out to find her, but its not going to be easy. The area is still crowded with decorators, its getting dark, and all five of them risk getting caught in a monster snowstorm!	A to Z Mysteries Super Edition, No. 3	Mystery	''
Matthew Sturges , Bill Willingham , Luca Rossi (Illustrator)	House of Mystery Vol. 01: Room and Boredom	9.99	5.00	2.50		Vertigo	January 20, 2009	0	0	0		English	1401220797	978-1401220792	paperback	128	Matthew Sturges, writer of the Eisner-nominated JACK OF FABLES, and his JACK co-writer Bill Willingham, proudly unlock the doors to the HOUSE OF MYSTERY, a series that reinvents a classic DC Comics comic. HOUSE OF MYSTERY focuses on five characters trapped in a supernatural bar, trying to solve the mystery of how and why they\'re imprisoned there. Each one has a terrible past they\'d like to forget, and with no books, newspapers or TV allowed in the House, they face an eternity of boredom. But stories become the new currency, and fortunately, the House attracts only the finest storytellers.	''	Mystery	''
Scott Hahn , Mike Aquilina	Living the Mysteries: A Guide for Unfinished Christians	10.17	5.08	2.54		Our Sunday Visitor	September 30, 2003	4	0	0		English	1931709122	978-1931709125	paperback	352	Until we get to heaven, we\'re all unfinished Christians.  There are no \"self-made\" success stories in the spiritual life. No do-it-yourself kits for aspiring saints. That\'s why Living the Mysteries is ideal for a family member, friend, or fellow parishioner who was recently in the RCIA program and received the sacraments of initiation - baptism, confirmation, and the Eucharist - at the Easter Vigil. That\'s why it\'s perfect for a lifelong Catholic, too.  The early Church had a process in which a teacher guided seekers through stages of inquiry and purification, culminating in a final phase called \"mystagogy\" -- MIST-a-go-gee -- \"the revelation of the mysteries.\" The instruction the early Christians needed is what we all need, no matter when we were baptized, no matter how much theology we\'ve studied. That\'s because God\'s mysteries are inexhaustible and, until we get to heaven, we\'re all unfinished Christians.  Spirit-Led Mystagogy from the Ancient Masters Now eight of the early Church\'s greatest teachers can be your guides as Living the Mysteries presents the wisdom and insights of: St. Ambrose St. Augustine St. Basil St.  Clement of Alexandria St. Cyril of Jerusalem St. Gregory of Nyssa St. John Chrysostom St. Leo the Great Designed as a devotional - and more - for the fifty days between Easter and Pentecost, Living the Mysteries is a rich spiritual resource aluable any time of the year. Each day features: -A passage from the Church\'s great teachers that focuses on a relevant point of the mystical or moral life -A plan with practical applications for letting that reading inspire your prayer and actions throughout the day You will treasure these timeless lessons on gaining eternal life.  About the authors Scott Hahn and Mike Aquilina are the founders and trustees of the St. Paul Center for Biblical Theology and have co-hosted several series on the Eternal Word Television Network. Each has written extensively on Catholic doctrine, history, and devotion.	''	Mystery	''
Kate Collins	Mum\'s the Word	6.99	3.50	1.75		Signet	November 2, 2004	4	0	1		English	0451213505	978-0451213501	paperback	304	Abby Knight is the proud owner of her hometown flower shop, but a new low-cost competitor is killing her profits-and a black SUV just rammed her intage Corvette in a hit-and-run. She\'s determined to track down the driver, but when the trail turns deadly, the next flower arrangement might be for her own funeral.	Flower Shop Mysteries, No. 1	Mystery	''
Joanne Fluke	Cream Puff Murder	16.32	12.24	8.16	4.08	Kensington	March 1, 2009	4	3	0	0	English	0758210221	978-0758210227	hardcover	288	Winter in Lake Eden, Minnesota, is the perfect time to curl up by a cosy fire with something - and someone - sweet. But while bakery owner Hannah Swensen can provide herself with the confections, cuddling will have to take a back seat to sleuthing when her sometime-squeeze becomes a murder suspect...With the launch party of her mother\'s novel around the corner, Hannah has a dress to fit into and a date with her sister, Andrea, at Lake Eden\'s new health club, Heavenly Bodies. Dragging herself out of bed on a frigid Minnesota morning for exercise, of all things, is bad enough. Discovering a dead body floating in the gym\'s Jacuzzi? Okay, that\'s worse. Nor does it help that there\'s a plate of The Cookie Jar\'s ery own cream puffs garnishing the murder scene. The fact that they were purchased by none other than Hannah\'s part-time flame, Detective Mike Kingston, is simply the icing on what\'s shaping up to be one ery messy cake...Mike may be the prime suspect in the murder of man-eating bombshell Ronni Ward, but he\'s by no means the only one. Ronni, a fitness instructor at both the Sheriff\'s department and Heavenly Bodies, made a nasty habit of throwing her own heavenly body at every man, eligible or not, who crossed her path. Plenty of Lake Eden\'s ladies won\'t miss Ronni, including her ex-fiance\'s former girlfriend, the angry mother of one of her would-be conquests, and even the mayor\'s wife. Could any of them have wanted her gone badly enough to make it happen? Mike\'s recruited Hannah to find out, and, as any suspended, suspected detective would, he\'s micromanaging her every step of the way...Between trying to narrow the list of Ronni\'s enemies down to fewer than half the town\'s female population and resisting the urge to remove Mike from the running by throttling him herself, Hannah has her plate full. Trouble is, when it comes to cookies - and to murder - there\'s always room for one more.	Hannah Swensen Mysteries With Recipes	Mystery	''
Laura Childs	Death by Darjeeling	7.99	4.00	2.00		Berkley; Reissue edition	May 8, 2001	10	6	1		English	0425179451	978-0425179451	paperback	256	When a man is poisoned by tea, Theo is the prime suspect. Now she has to prove her innocence and track down the real killer-before someone else takes their last sip. Just the right blend of cozy fun and clever plotting. Tea lovers, mystery lovers, [this] is for you. (Susan Wittig Albert, author of Mistletoe Man)	A Tea Shop Mystery	Mystery	''
Henry Winterfeld , Fritz Biermann (Illustrator), Edith McCormick (Translator)	Mystery of the Roman Ransom	6.95	3.48	1.74		Sandpiper	November 1, 2002	11	2	1		English	0152162682	978-0152162689	paperback	240	[intro] In these two delightful history-mysteries, seven boys in Ancient Rome solve strange crimes . . . thanks to some help from their cranky teacher, a little bit of logic, and a lot of amusing misadventure.	''	Mystery	''
Emilie Richards	Let There Be Suspects	6.99	3.50	1.75		Berkley	December 5, 2006	12	10	0		English	0425213072	978-0425213070	paperback	272	With the chalk outline gone from their front porch, Aggie Sloan-Wilcox and her minister husband think they can resume their lives. But when Ginger, Aggie\'s despised former foster sister, comes for Christmas, and turns up dead as a drumstick, Aggie\'s sister is suspected. Now it\'s up to Aggie to find the real murderer-who\'s decided there\'s a loophole in thou shalt not kill.	Ministry Is Murder Mystery	Mystery	''
Anne George	Murder Runs in the Family: A Southern Sisters Mystery	7.99	4.00	2.00		Avon; Reissue edition	June 1, 1997	12	4	1		English	0380784491	978-0380784493	paperback	288	Mary Alice has spared nothing for her only daughter\'s wedding -- from seventy-five yards of bridal train to gourmet food for over three hundred guests and enough glittering elegance to make Mary Alice think about finding herself a fourth rich husband to pay for it all.  Practical Patricia Anne has put away her aunt-of-the-bride blue chiffon and settled back into domesticity when fun-loving Mary Alice calls to say they have a post-wedding date with a genealogist from the groom\'s side of the family. Lunch is a fascinating lesson on the hazards of finding dirty linens in ancestral boudoirs that ends abruptly when their guest scurries off with the local judge, leaving the sisters with their mouths open -- and finishing their luncheon companion\'s cheesecake -- when the police arrive.  Their mysterious guest has taken a plunge from the ninth floor of the courthouse building -- an apparent suicide. But given the scandals a nosy genealogist might have uncovered, the sisters are betting that some proud Southern family is making sure their shameful secrets stay buried. . .along with anyone who tries to dig them up.	''	Mystery	''
Rebecca Kent	High Marks for Murder: A Bellehaven House Mystery	6.99	3.50	1.75		Berkley	June 3, 2008	12	5	3		English	0425222047	978-0425222041	paperback	208	Meet Headmistress--and sometime sleuth--Meredith Llewellyn of Bellehaven House, a finishing school for girls.It\'s the height of elegance, the seat of sophistication, the scene ofmurder?Teacher Kathleen Duncan was killed in the school garden at night. Judging by a bloody branch, Miss Meredith Llewellyn assumes it was an accident, until she learns that the limb didn\'t break off--it was neatly sawn. But as she searches for a killer, Meredith wonders if her eyes are playing tricks on her. How else can she explain her foggy images of Kathleen pointing to the flowerbeds? Without the help of the lazy constable or her petrified teachers, Meredith will have to find a link between flowers and the killing, take heed of her own safety, and get an education--in murder.	''	Mystery	''
Franklyn M. Branley , Edward Miller (Illustrator)	Gravity Is a Mystery	5.99	3.00	1.50		Collins	May 29, 2007	8	2	1		English	0064452018	978-0064452014	paperback	40	What goes up must come down.  Everybody knows that. But what is it that pulls everything from rocks to rockets toward the center of the earth? It\'s gravity. Nobody can say exactly what it is, but gravity is there, pulling on everything, all the time. With the help of an adventurous scientist and his fun-loving dog, you can read and find out about this mysterious force.	Let\'s-Read-and-Find-Out Science 2	Mystery	''
White Wolf	Vampire Ancient Mysteries	21.77	16.33	10.88	5.44	White Wolf Publishing	April 15, 2009	1	0	0	0	English	1588463575	978-1588463579	hardcover	192	Flashpoints in the Fog	White Wolf	Mystery	''
Ken Weber	Even More Five-Minute Mysteries: 40 New Cases of Murder and Mayhem for You to Solve	8.95	4.47	2.24		Running Press	September 19, 1996	4	1	0		English	0773758356	978-1561387458	paperback	192	Illustrations. 224 pp. Ages 9-12. Pub: 9/96. Weber challenges readers to solve 40 more brain-teasing mysteries. Grapple with clues, foil felons, and catch those crooks! Solutions are at the end of the book. The perfect read for crime-loving commuters or mystery-lovers who are pressed for time!	''	Mystery	''
Ron Roy , John Steven Gurney (Illustrator)	The Missing Mummy	3.99	2.00	1.00		Random House Books for Young Readers	February 27, 2001	12	10	0		English	0375802681	978-0375802683	paperback	96	M is for Mummy. . . .	A to Z Mysteries	Mystery	''
Mark H. Gaffney , Dr. David Ray Griffin (Foreword)	The 9/11 Mystery Plane: And the Vanishing of America	13.57	6.79	3.39		Trine Day	September 1, 2008	8	6	0		English	0979988608	978-0979988608	paperback	336	Unlike other accounts of the historic attacks on 9/11, this discussion surveys the role of the worlds most advanced military command and control plane, the E-4B, in the days events and proposes that the horrific incidents were the work of a covert operation stagedwithin elements of the U.S.  military and the intelligence community. Presenting hard evidence in the form of proprietary photos taken from raw footage filmed by CNN, the account places the worlds most advanced electronics platform circling over the White House at approximately the timeof the Pentagon attack. The argument offers an analysis of the new evidence within the context of the events and shows that it is irreconcilable with the official 9/11 narrative.	''	Mystery	''
Georgette Heyer	The Unfinished Clue	10.18	5.09	2.54		Sourcebooks Landmark	March 1, 2009	6	2	1		English	140221796X	978-1402217968	paperback	336	A houseful of people he loathes is not Sir Arthur\'s worst problem It should have been a lovely English country-house weekend. But the unfortunate guest-list is enough to exasperate a saint, and the host, Sir Arthur Billington-Smith, is an abusive wretch hated by everyone from his disinherited son to his wife\'s stoic would-be lover. When Sir Arthur is found stabbed to death, no one is particularly grieved--and no one has an alibi. The unhappy guests fi nd themselves under the scrutiny of Scotland Yard\'s cool-headed Inspector Harding, who has solved tough cases before--but this time, the talented young inspector discovers much more than he\'s bargained for.  PRAISE FOR GEORGETTE HEYER: \"Miss Heyer has the delightful talent of blending humor with mystery.\"	''	Mystery	''
Linda O. Johnston	Never Say Sty: A Kendra Ballantyne, Pet-Sitter Mystery	7.99	4.00	2.00		Berkley	April 7, 2009	3	0	0		English	0425227049	978-0425227046	paperback	304	Murder muddies up the new Pet-Sitter mystery. Already an L.A.  attorney and pet-sitter, Kendra\'s taken on a third job, masterminding a new reality show called \"Animal Auditions.\" But things get messier than the show\'s pot-bellied pigs when her hot new producer is suspected of murder.	Kendra Ballantyne, Pet-Sitter Mysteries	Mystery	''
Kathleen M. Dudzinski , Toni Frohoff , Marc Bekoff (Foreword)	Dolphin Mysteries: Unlocking the Secrets of Communication	19.80	14.85	9.90	4.95	Yale University Press	October 14, 2008	14	3	0	0	English	0300121121	978-0300121124	hardcover	228	Dolphins have fascinated humans for millennia, giving rise to an abundance of stories and myths about them, yet the actual details of their lives in the sea have remained elusive. In this enthralling book, Kathleen M.  Dudzinski and Toni Frohoff take usinto the dolphins aquatic world to witness firsthand how they live their lives, communicate, and interact with one another and with other species, including people.Kathleen M. Dudzinski and Toni Frohoff are scientists who have collectively dedicatedmore than 40 years to studying dolphins beneath the oceans surface, frequently through a close-up underwater lens. Drawing on their own experiences and on up-to-the-minute research, the authors show that dolphins are decidedly not just members of a group but distinct individuals, able to communicate with one another and with humans.  Dudzinski and Frohoff introduce a new way of looking at, and listening to, the ocabularyof dolphins in the sea, and they even provide an introductory dolphin dictionary, listing complex social signals that dolphins use to share informationamong themselves and with people. Unveiling an intimate and scientifically accurate portrait of dolphins, this book will appeal to everyone who has wanted a closer glimpse into the hearts and minds of these amazing creatures.	''	Mystery	''
Dan Allender , Tremper, III Longman	The Intimate Mystery: Creating Strength and Beauty in Your Marriage	10.19	5.09	2.55		IVP Books; Expanded edition	March 2009	5	1	0		English	0830837248	978-0830837243	paperback	139	What do you want out of your marriage?  Do you simply want to get along and be happy? Or do you desire real intimacy--the kind of relationship that will challenge you to grow as an individual and satisfy you in a much deeper way than you have imagined?  Contrary to what television and bridal magazines tell us, marriage is about much more than personal happiness. Marriage is about spiritual growth. God wants to use your marriage to shape your character and to carry out his purposes in the world through you as a couple.  The book of Genesis provides a matrix for understanding the intimate mystery of marriage in light of three commands--leave (your family of origin), weave (a life together) and cleave (through sexual intimacy). In this book, Dan Allender and Tremper Longman III explore and unpack the rich implications of this pattern.  While this paper edition can be read on its own, a couple, Bible study group or Sunday school class can enhance their understanding by making their way through the bonus six Bible study sessions included in this expanded edition.  Video segments introducing each of the Bible study sessions are also available online for free ideo download, making this book a complete small group curriculum.  The Intimate Mystery is part of the Intimate Marriage Curriculum Kit which includes everything needed to mentor individual married couples or to lead a group discussion and makes an especially helpful resource for newlyweds or young married couples.	Intimate Marriage Series	Mystery	''
Denise Swanson	Murder of a Royal Pain: A Scumble River Mystery	6.99	3.50	1.75		Signet	April 7, 2009	14	4	7		English	0451226585	978-0451226587	paperback	272	When school psychologist Skye Denison stumbles over the body of pushy \"Promfest\" chairperson Annette Paine during a Halloween fundraiser, it looks like a clear-cut case of promicide. Annette was not the only prom mom desperate to see her daughter crowned queen. But she was also wearing the same witch costume as Skye, so which witch was the intended ictim?	Scumble River Mysteries	Mystery	''
