Nicole Jordan	To Romance a Charming Rogue	6.99	3.50	1.75		Ballantine Books	February 24, 2009	13	4	0		English	0345510100	978-0345510105	paperback	400	The bold games of passion play out with delicious consequences in this fourth novel of Nicole Jordan\'s seductive new series, The Courtship Wars.  Two years ago, lively beauty Eleanor Pierce spied her dashing betrothed, Damon Stafford, Viscount Wrexham, with his former mistress and furiously ended their engagement. Now the charming rake is back in London, meddling in Eleanor\'s affairs, bent on thwarting her new suitor. And when Damon\'s intoxicating kisses rekindle her deepest longing, Eleanor loses her heart... again. But as she has no intention of allowing history to repeat itself, she embarks on a plan of tantalizing seduction, owing to tame the rogue before she surrenders to his wicked, willful desires....  Determined to stop another man from wooing and winning the woman he loves, Damon knows that claiming Eleanor\'s heart is all that matters. But this scandalously bold beauty means to beat him at his own game of romance - a game he is ready and willing to lose.	Courtship Wars, Book 4	Romance	''
Leigh Michaels	On Writing Romance: How to Craft a Novel That Sells	11.55	5.78	2.89		Writers Digest Books	January 30, 2007	3	0	1		English	1582974365	978-1582974361	paperback	272	In On Writing Romance, award-winning romance novelist Leigh Michaels talks you through each stage of the writing and publishing process.  From the origins and evolution of the romance novel to establishing a ital story framework to writing that last line to seeking out appropriate publishers, everything you ever wanted to know about writing a romance novel is here. In addition to a comprehensive breakdown of more than thirty romance subgenres, including such categories as historical, inspirational, Regency, and sweet traditional, you\'ll discover how to: Steer clear of clichs and stereotypes by studying the genre Craft engaging and realistic heroes and heroines readers will adore Convincingly develop the central couple\'s blossoming relationship Add conflict by utilizing essential secondary characters like the \"other woman\" Use tension and timing to make your love scenes sizzle with sensuality Get your characters to happily-ever-after with an ending readers will always remember. Plus, read a sample query letter, cover letter, and synopsis, and learn how to properly prepare your romance novel for submission to agents and editors. On Writing Romance has everything you need to leave readers swooning!	''	Romance	''
Ann Jacobs	A Mutual Favor	8.79	4.39	2.20		Ellora\'s Cave	July 25, 2008	8	0	7		English	1843605546	978-1843605546	paperback	186	Two good friends, two thorny problems. Kurt needs a wife to convince a judge he can provide a stable home for his son. Shelly wants a baby to love. She\'s had a crush on him for years. He\'s never thought of her as anything more than his best buddy. So when she offers him a solution to both their problems, he\'s not sure. But knowing she wants him changes everything, and pretty soon he can\'t keep his mind or his hands off her...	''	Romance	''
Madison Martin	Briefly Yours: An Erotic Romance Novel	9.85	4.92	2.46		Chances Press	April 6, 2008	1	0	0		English	0981718604	978-0981718606	paperback	176	In Briefly Yours: An Erotic Romance, Ava Parker, shy, intelligent, and much more attractive than she realizes, is a top designer in the not-so-exciting world of underwear fashion for \"mature ladies\". When Ava finally gets the chance to create some sexy underwear for her flailing company\'s new underwear line, she never thought she\'d end up head-to-head with charming, cocky corporate analyst Justin Barrett, who proves to be her perfect muse. Ava knows he\'s out of her league, and that falling for him can only lead to a broken heart. But how long can she resist, especially when the hotter the sex gets, the better her designs get?	''	Romance	''
Diana J. Cos	His Woman	4.99	2.50	1.25		Zebra	December 1, 2008	9	5	0		English	1420101099	978-1420101096	paperback	356	Lady Isabel Adair is the last woman Sir Duncan MacGruder wants to see again, much less be obliged to save. Three years ago, Isabel broke their engagement to become the Earl of Frasyer\'s mistress, shattering Duncan\'s heart and hopes in one painful blow. But Duncan\'s promise to Isabel\'s dying brother compels him to rescue her from those determined to bring down Scottish rebel Sir William Wallace.Betraying the man she loved was the only way for Isabel to save her father, but every moment she spends with Duncan reminds her just how much she sacrificed. No one could blame him for despising her, yet Duncan\'s misgivings cannot withstand a desire that has grown wilder with time. Now, on a perilous journey through Scotland, two wary lovers must confront both the enemies who will stop at nothing to hunt them down, and the secret legacy that threatens their passion and their lives...	Zebra Historical Romance	Romance	''
Chretien de Troyes , W. Wistar Comfort (Translator)	Arthurian Romances	11.01	5.50	2.75		Dover Publications	June 16, 2006	11	2	4		English	0486451011	978-0486451015	paperback	320	The 12th-century poet Chrtien de Troyes is chiefly responsible for the preservation of Arthurian myth and its eminent role in European literature.  This sensitive translation of his erse narratives features four romances. Its tales of Lancelot and early Grail legends offer lively, accessible iews of the ideals of French chivalry.	Dover Value Editions	Romance	''
Jonathan Halverstadt	A.D.D. & Romance	12.55	6.28	3.14		Taylor Trade Publishing; 1 edition	October 25, 1998	10	5	1		English	087833209X	978-0878332090	paperback	240	For any couple with an ADD partner, this book will help create a more passionate and dynamic relationship.	''	Romance	''
Kathryn Smith	Taken by the Night	5.99	3.00	1.50		Avon	October 30, 2007	10	1	0		English	006124502X	978-0061245022	paperback	384	I enjoy carnal pleasures like any mortal man, but six hundred years of existence have taught me loss. Best to stay away from people and save myself the heartache. Then I arrive at the notorious London brothel Maison Rouge, and my life, such as it is, will never be the same again.  Ivy Dearing, daughter of the infamous Madam, has requested my assistance. Two of her friends have been murdered, and she is determined to find their killer. I know better than to agree to help, yet Ivy is impossible to resist. No stranger to ampires, she has awakened desires within me that are as potent as my thirst for blooddesires that can only be satisfied by Ivy herself. But when there is another murder, it is all I can do to protect the woman I love from an evil more powerful than the undead . . .	The Brotherhood of Blood, Book 3	Romance	''
Diana Laurence	Bloodchained	11.69	5.84	2.92		Living Beyond Reality Press	September 1, 2007	3	0	0		English	0979274125	978-0979274121	paperback	332	\"Bloodchained\" is a romantic suspense novel for lovers of paranormal fantasy, from award-winning Soulful Sex author Diana Laurence. It\'s the story of Grace Gilder and her brother Sebastian, who run an elegant inn in the city of Audacacia, home of the famous Temple of Love. Their inn hosts pilgrims journeying to petition the power of the Temple to intervene in matters of the heart. It\'s also the tale of Finn Equain, an enigmatic gentleman who harbors a secret and unhealthy obsession with the Roicans, a legendary race of blood-drinking immortals. By the time Grace and Finn\'s paths cross, powers beyond their control are at play. Figuring into their fates are two more mysterious characters: the delightfully charming Liam and his shy but ravishing sister Nessa. The destinies of these five will be determined by the ultimate conflict between supernatural powers of lust and loyalty, desire and devotion.	''	Romance	''
Tommy Nelson	The Book of Romance: What Solomon Says About Love, Sex, and Intimacy	11.19	5.59	2.80		Thomas Nelson	August 21, 2007	0	0	0		English	0785288988	978-0785288985	paperback	224	The Bible is well-known for its wisdom on spiritual concerns and righteous living. But did you know it can also guide you in matters of dating, courtship, and marriage?  Wise and engaging, The Book of Romance digs deep into the Song of Solomon and what it says about the Bible\'s most passionate lovers.  As you learn about their relationship, you\'ll discover how you, too, can experience the deep emotional, sexual, and spiritual satisfaction that God created to be enjoyed in marriage.	''	Romance	''
Marie Rochelle	With All My Heart	8.99	4.50	2.25		Red Rose Publishing	January 13, 2009	8	3	1		English	1604359021	978-1604359022	paperback	162	Can the dark rainy nights reveal more than the wet or will the steam of Jason and Rayne become fogged up? Successful and charismatic Doctor Jason Tuck has been dating his girlfriend off and on for years because he didn\'t think he would find the perfect woman for him. Lisa was safe and he wasn\'t in danger of losing his heart to her. He wasn\'t ready to give his heart completely until he was sure he had found his soul mate and one rainy night the woman he had been waiting for literally ran right into him. Tamika \"Rayne\" Yardley doesn\'t remember anything about the night the gorgeous blue-eyed Jason Tuck found her during the downpour on a dark street, but she know she wants to be with him more than anything in the world. But how can she move forward when her past is a blank and his ex-girlfriend is doing everything in her power to keep with them apart. Is she destined to live without the man she loves or will Jason\'s undying love for her make her whole?	''	Romance	''
Brenda Jackson	Irresistible Forces	5.99	3.00	1.50		Kimani	May 1, 2008	3	0	0		English	0373860641	978-0373860647	paperback	256	One week of mind-blowing sex on a beautiful Caribbean island. Of all the business proposals financial tycoon Dominic Saxon has heard, Taylor Steele\'s is definitely the most tempting. All Taylor wants in return is for Dominic to father her baby. No strings, no commitmentsjust a mutually satisfying arrangement. Make that ery satisfying. For a man with no intention of marrying again, it sounds ideal.  Taylor wants a baby, not a relationship. And sexy, intelligent Dominic seems like a man with perfect genes. Turns out, Dominic has perfect everything. Their \"procreation acation\" is a whirlwind of sensual ecstasy. But when it\'s over, will either of them be able to say goodbye?	Kimani Romance	Romance	''
Hannah Howell	Highland Promise	4.99	2.50	1.25		Zebra	May 1, 2006	12	3	3		English	0821779842	978-0821779842	paperback	352	Eric Murray was the youngest of his brothers, determined to gain his rightful inheritance after thirteen years of bitter dispute with his father\'s family. Starting out alone to confront his tight-fisted kinsmen, he encountered a chestnut-haired beauty set upon by thieves. When she begged for Eric\'s protection for herself and her infant nephew, Eric promised to deliver them to the safety of her family. Bethia Drummond desperately tried to ignore her attraction to the azure-eyed stranger. Still, Eric Murray was Bethia\'s only hope of escaping her ruthless kin who planned to kill her and her orphaned nephew, and claim their inherited land. Then Bethia learned that Eric, too, was seeking land and coin from his own kin - her family\'s closest allies. How could she love a man she might one day be forced to stand against him? And yet she could not ignore what her troubled heart knew - that this proud knight had more than inspired her deepest passions he had become her ery destiny.	Zebra Historical Romance	Romance	''
Jane Austen , Seth Grahame-Smith	Pride and Prejudice and Zombies: The Classic Regency Romance - Now with Ultraviolent Zombie Mayhem!	7.12	3.56	1.78		Quirk Books	April 4, 2009	3	1	0		English	1594743347	978-1594743344	paperback	320	\"It is a truth universally acknowledged that a zombie in possession of brains must be in want of more brains.\" So begins Pride and Prejudice and Zombies, an expanded edition of the beloved Jane Austen novel featuring all-new scenes of bone-crunching zombie mayhem. As our story opens, a mysterious plague has fallen upon the quiet English illage of Merytonand the dead are returning to life! Feisty heroine Elizabeth Bennet is determined to wipe out the zombie menace, but she\'s soon distracted by the arrival of the haughty and arrogant Mr. Darcy. What ensues is a delightful comedy of manners with plenty of civilized sparring between the two young loversand even more iolent sparring on the blood-soaked battlefield as Elizabeth wages war against hordes of flesh-eating undead. Can she anquish the spawn of Satan? And overcome the social prejudices of the class-conscious landed gentry? Complete with romance, heartbreak, swordfights, cannibalism, and thousands of rotting corpses, Pride and Prejudice and Zombies transforms a masterpiece of world literature into something you\'d actually want to read.	''	Romance	''
Paula Quinn	Laird of the Mist	6.99	3.50	1.75		Forever	December 1, 2007	4	0	0		English	0446619124	978-0446619127	paperback	336	PROTECTING HER WAS HIS PASSION High-born though she is, Kate Campbell isn\'t afraid to draw her sword. When raiders strike, she rushes into the fray...and is lucky when a mysterious Highlander shields her from a deadly blow. Swept onto his stallion, she soon discovers that her rescuer is her clan\'s most hated enemy: Callum MacGregor, the man they call The Devil. Yet she cannot ignore his achingly tender touch or the way his fiery gaze leaves her breathless. POSSESSING HER WOULD BE HIS PLEASURE Callum MacGregor has taken many Campbell lives, but he\'s never saved one--until now. Mesmerized by this spirited lass, he wants her by his side, even if it means holding her for ransom. As his fingers graze her sumptuous curves and tangle in her unruly tresses, Callum realizes Kate Campbell is his most dangerous foe of all. For he can\'t make love to her without betraying his kinsmen and his honor...and surrendering his heart forever.	Warner Forever	Romance	''
Hannah Howell	Highland Vow	4.99	2.50	1.25		Zebra	February 1, 2006	0	0	0		English	0821779834	978-0821779835	paperback	352	Ten years ago, young Elspeth Murray rescued a wounded young knight and lost her heart forever. Now, a stunning beauty and gifted healer, she is reunited with Cormac Armstrong when he saves her from an unwanted suitor. But, Cormac is promised to another, a woman who has blinded him to her ruthlessness.  Now, Elspeth must battle against the odds to claim a man and a love she will not be denied. Cormac is stunned by the desire Elspeth\'s kiss awakens, tries to resist, and fails, the temptation she offers. A man of honour, he is torn by his pledge to another and his growing need for Elspeth. Blinded by duty and indecision, he is unaware that he is a pawn in a clever and deadly trap from which Elspeth is desperate to save him. But, by the time he understands her gift of selfless devotion will it be too late to claim this perfect love?	''	Romance	''
Kimberly Kaye Terry	Get Your Sexy On	10.36	5.18	2.59		Aphrodisia	October 1, 2008	10	4	0		English	0758222505	978-0758222503	paperback	304	The men crowd in and howl for more when Sin\'s on stage - she knows just how to work it, wrapping her lithe body around the pole to dance down and dirty. But Sin doesn\'t see them, lost in a world of her own...until sexy private investigator \'Mac\' Garret McAllister steps into the club.In one night of erotic passion, the man turns her world upside down. Mac pays homage to her beautiful body with delicious, carnal ferocity. When the sun comes up, she cuts out. She can\'t let him get too close to her heart...But two years later, they reunite.  Still on fire for her, Mac is ready to do whatever it takes to ensure his woman stays right where she belongs - in his arms and his bed. Forever this time.	''	Romance	''
Tess Mallory	Highland Rebel	6.99	3.50	1.75		Berkley	March 3, 2009	13	1	0		English	0425226352	978-0425226353	paperback	304	Meet the irresistible Highland Rebel... He\'s music\'s hottest pop idol, a Celtic bad boy whose tradition-drenched rock rules the charts. But Ian MacGregor hails from 18th-century Scotland. And nothing can make him return except perhaps a certain blue-eyed lassie. Ellie Graham is his tour manager. But when she\'s swept back almost 300 years into the past and into treachery, only Ian--and his passion--can save her.	''	Romance	''
Christie Craig , Faye Hughes	The Everything Guide to Writing a Romance Novel: From writing the perfect love scene to finding the right publisher--All you need to fulfill your dreams	10.85	5.42	2.71		Adams Media	September 17, 2008	7	1	0		English	1598695371	978-1598695373	paperback	320	Every year, thousands of romance manuscripts are submitted to publishers, but only the best are eventually published. This simple guide--written by two awardwinning romance novelists--will show readers what it takes to break into this highly competitive market and will provide them the information they need to get their manuscript out of the slush pile and onto the bookshelf. Readers will learn how to do the following techniques: build a story from premise to plot; add a fresh twist to a classic storyline; create compelling characters; write sizzling sex scenes that carry an emotional punch; research agents and markets; write a story that an editor can\'t reject; and promote themselves and their work. New writers, and even experienced writers, will find the solid howto information here invaluable. This is a musthave for aspiring writers who want to write the perfect love story.	Everything Series	Romance	''
Anonymous Anonymous	The Romance of Lust	16.47	8.23	4.12		Olympia Press	November 25, 2008	4	0	0		English	159654032X	978-1596540323	paperback	402	The complete account of Charlie Roberts, his family, his servants, his boarding school chums, his wife and his travels. In one olume.	''	Romance	''
Leah Brooke	Desire for Three [Desire, Oklahoma 1]	13.49	6.75	3.37		Siren Publishing, Inc.	November 6, 2008	13	0	0		English	1606012398	978-1606012390	paperback	228	DESIRE FOR THREE [Siren Menage Amour #15: Erotic Contemporary, Menage a Trois Romance, M/F/M, with Dom/sub BDSM] With her fortieth birthday approaching and a bad marriage behind her, Jessica Tyler wants a fresh start.  Marriage left her an emotionless shell and she ows never to get involved with a man again. Giving in to her sister, Jesse agrees to isit her in Desire, Oklahoma. But Desire is a small town unlike any other. Dom/sub and menage relationships are the norm in a town where ranchers and cowboys adore and protect their women in ways that leave Jesse...fascinated. She\'s first intrigued, then alarmed when two gorgeous over-protective brothers, Clay and Rio Erickson, rush to claim her for their own. Yanked from her protective shell, threatened by her ex, Jesse is determined to stay strong, even as her two formidable lovers are intent on possessing her. Will her independence be smothered or will love give her the strength to change all three of their lives forever? *** \"I\'ve always loved alpha males who know how to treat a woman. Of course, such men would have ery strong ideas of what they want and how to get it. Those who are Doms or want a menage relationship may want to live where such things were the norm. And what woman wouldn\'t want to live where they\'re adored?\" ~ Leah ~ *** 5 Blue Ribbons: \"Desire for Three is the first book in Leigh Brooks\' DESIRE, OKLAHOMA series. A series involving a small town in Oklahoma founded entirely by people who had a \'desire\' to live their lives as they choose without being judged by others in the community. I have to admit, I love this idea. As I read this book I couldn\'t help but feel a little envious.  The men\'s adoration of the women in their lives and the protectiveness of every woman in the community really endeared this story to me. There\'s simply a sense of happiness in just being \'you\' that really captured my attention. Jesse, Clay and Rio are a wonderful trio who all deserve a happily-ever-after and kept me enthralled in each and every page of this storyline. I\'ll now be eagerly awaiting the next story in this series - Blade\'s Desire, which is Kelly and of course, Blade\'s story. She was abused in her former relationship and Blade, a Dom, has his eyes set on her. From the sparks flying between these two in this story it should really be interesting to learn how they come together.\" -- Chrissy Dionne, Romance Junkies Reviews	''	Romance	''
Julia Latham	Taken and Seduced	6.99	3.50	1.75		Avon	March 31, 2009	4	0	0		English	0061433004	978-0061433009	paperback	384	He was seeking justice for those he loved . . .  Adam Hilliard, secret Earl of Keswick, lives for one thing: To kill the man who slew his parents. Raised in secrecy by the League of the Blade, he would do anything to restore his family\'s honor.  She was desperate to escape propriety . . .  Lady Florence Becket is the key to his revenge. But when he kidnaps her, Florrie is neither frightened nor furious, as most other young ladies would be. The bold and powerful stranger who spirited her from her father\'s castle could give her the freedom and adventure she craves.  They would find far more than they ever desired . . .  She is moved by his quest. He is captivated by her courage. They have no defense against the passion ignited by a single kiss. Adam has taken her from all she\'s ever knownbut now Florrie will delight in her scandalous seduction.	''	Romance	''
Hayat Ali	The Alpha Promise	15.99	8.00	4.00		BookSurge Publishing	January 14, 2009	11	1	0		English	1439211841	978-1439211847	paperback	324	Wonderfully sublime and altogether sexy, The Alpha Promise by Hayat Ali reinvigorates the tired genre of ampire tales. While the enticing action and bloodletting remains, this debut novel takes a smart look at the undead--their legions and their way of life. It is not at all as simple and unplanned as one might imagine. Vampires have a method, and even in a modern day London, the undead still have a high prince who ubiquitously rules over all the creatures of the night just as he has for centuries. Jin is the most recent prince due to be crowned; he has been groomed for an entire lifetime. Poised to take his rightful place, a dissenting tribe tries to assassinate him and if it wasn\'t for the unwitting energies of a compassionate stranger--an American woman named Adina Carr--the tribe would have succeeded. What follows is an erotic and mesmerizing adventure, a fight for survival and, ultimately, a love story.	''	Romance	''
Laura Corn	101 Nights of Grrreat Romance: Secret Sealed Seductions for Fun-Loving Couples	22.76	17.07	11.38	5.69	Park Avenue Publishers	December 1996	11	3	5	1	English	0962962821	978-0962962820	hardcover	389	This is the first and only book filled with secret sealed recipes for romance--half for men and half for women. Because they\'re sealed, neither party has any idea what the other is planning--but sometime during the week, each will surprise the other with a sweet seduction.	''	Romance	''
Cynthia Breeding	My Noble Knight	4.99	2.50	1.25		Zebra	June 1, 2007	13	2	1		English	082178031X	978-0821780312	paperback	384	Daughter of a high priestess of the bloodline of Mary Magdalene, Deidre of the Languedoc sets out in search of the Philosopher\'s Stone which an old magician stole from its shrine, leaving in its place a book about some place called Camelot. She is duty-bound to find the Stone, but her woman\'s heart hopes to find one of those noble knights as well.	Zebra Historical Romance	Romance	''
Nina Bangs	The Pleasure Master	6.99	3.50	1.75		Love Spell	August 30, 2005	7	0	0		English	0505524457	978-0505524454	paperback	368	A ery special man is now available.  The Pleasure Master. A man who knows the secrets of a woman\'s body, who can bring her sensual joy and fulfill her deepest sexual fantasies. Is there a woman alive who wouldn\'t want to meet him?  Check New York hairdresser Kathy Bartlett off your list. She has enough problems with a rotten ex-husband and a car that\'s stranded her. Men and cars. Both overheat at the wrong time. She needs a acation somewhere warm and peaceful, with only subservient males.  Whoever is in charge of wish fulfillment doesn\'t listen well, because Kathy is suddenly flung back to 1542 Scotland. It\'s cold, definitely not peaceful, with nary a subservient male in sight. There\'s only Ian Ross, the Pleasure Master.  Ian\'s brothers demand that he prove his sexual power by seducing a woman no other man can seduce. Who better than Kathy?  She has nothing but contempt for Ian Ross, and as Ian\'s brothers have discovered, any attempt to woo the lass could put a man\'s most precious body parts in grievous danger.  Ian accepts the challenge, confident he can seduce any woman, then leave her with his emotions untouched. Kathy remains determined to resist the explosive attraction she feels for Ian. Love won\'t be denied, but time is an impatient enemy.	''	Romance	''
Ann C. Crouter; Alan Booth	Romance And Sex in Adolescence And Emerging Adulthood: Risks And Opportunities	37.50	18.75	9.38		Lawrence Erlbaum Associates; 1 edition	October 27, 2005	11	1	0		English	080585391X	978-0805853919	paperback	280	Contents: Preface. Part I: What Are the Evolutionary Origins of Contemporary Patterns of Sexual and Romantic Relationships? Where Does Evolution Leave Off and Where Do History and Culture Begin? H.E. Fisher, Broken Hearts: The Nature and Risks of Romantic Rejection. B.L. Barber, To Have Loved and Lost...Adolescent Romantic Relationships and Rejection. D.P. Schmitt, Short- and Long-Term Mating Strategies: Additional Evolutionary Systems Relevant to Adolescent Sexuality. P. Schwartz, What Elicits Romance, Passion, and Attachment, and How Do They Affect Our Lives Throughout the Life Cycle? Part II: How Do Early Family and Peer Relationships Give Rise to the Quality of Romantic Relationships in Adolescence and Young Adulthood? W.A. Collins, M. an Dulmen, \"The Course of True Love(s)...\": Origins and Pathways in the Development of Romantic Relationships. S. Coontz, Romance and Sex in Adolescence and Emerging Adulthood K. Joyner, M. Campa, How Do Adolescent Relationships Influence the Quality of Romantic and Sexual Relationships in Young Adulthood? C.M. Bryant, Pathways Linking Early Experiences and Later Relationship Functioning. B.B.  Brown, A Few \"Course Corrections\" to Collins & an Dulmen\'s \"The Course of True Love\". Part III: How Do Early Romantic and Sexual Relationships Influence People Contemporaneously and Later in Life? P.C. Giordano, W.D. Manning, M.A. Longmore, Adolescent Romantic Relationships: An Emerging Portrait of Their Nature and Developmental Significance. V.M. Murry, T.R. Hurt, S.M. Kogan, Z. Luo, Contextual Processes of Romantic Relationships: Plausible Explanations for Gender and Race Effects. A.R. Snyder, Risky and Casual Sexual Relationships Among Teens. W. Furman, L.S. Hand, The Slippery Nature of Romantic Relationships: Issues in Definition and Differentiation. Part IV: To What Extent Are Current Trends in Sexual and Romantic Relationships Problematic for Individuals, Families, and Society? What Are Effective Intervention Approaches at the Level of Practice, Program, and Policy? J. Manlove, K. Franzetta, S.  Ryan, K. Moore, Adolescent Sexual Relationships, Contraceptive Consistency, and Pregnancy Prevention Approaches. V.J. Hotz, The Economic Approach to Modeling Adolescent Sexual Behavior: Empirical Implications. D.M. Upchurch, Y. Kusunoki, Adolescent Sexual Relationships and Reproductive Health Outcomes: Theoretical and Methodological Challenges. J. Manlove, S. Ryan, K. Franzetta, Sample Selection for Adolescent Sexual Relationships. M.L. Kan, A.C. Cares, From \"Friends With Benefits\" to \"Going Steady\": New Directions in Understanding Romance and Sex in Adolescence and Emerging Adulthood.	Penn State University Family Issues Symposia	Romance	''
Helen Scott Taylor	The Magic Knot	6.99	3.50	1.75		Love Spell	January 27, 2009	3	1	0		English	0505527960	978-0505527967	paperback	308	A contemporary fantasy romance set in the English Westcounty and Ireland. The Magic Knot combines the mystery of Celtic Cornwall with the myths of ancient Ireland in a contemporary setting to give a story full of romance and adventure. You\'ll never think of fairies in the same way again!  Winner of the American Title IV contest run by Romantic Times Magazine in conjunction with Dorchester Publishing.	Love Spell Paranormal Romance	Romance	''
Maria Isabel Pita	Guilty Pleasures - Historical Erotic Romances	16.61	8.30	4.15		Magic Carpet Books, Inc/Magic Carpet Books	June 23, 2005	13	4	0		English	0975533150	978-0975533154	paperback	304	Guilty Pleasures explores the passionate willingness of women throughout the ages to offer themselves up to the forces of love. Historical facts are seamlessly woven into intensely graphic sexual encounters beginning with ancient Egypt and journeying down through the centuries to the present and beyond. Beneath the covers of Guilty Pleasures you\'ll find over twenty erotic love stories with a profound feel for the times and places where they occur. An ancient Egyptian priestess a courtesan rising to fame in Athen\'s Golden Age the lovely sacrifice of a Druid rite a Romanian Count\'s wicked mistress and many more are all one eternal woman in Guilty Pleasures.	''	Romance	''
Lindsay Townsend	A Knight\'s Vow	3.99	2.00	1.00		Zebra Books	March 1, 2008	14	2	4		English	142010361X	978-1420103618	paperback	528	England, 1138. Set against the dangerous backdrop of the crusades, this sweeping romance captures the story of a beautiful, young woman and the dashing knight who will battle his fiercest enemies to win her undying love...	Zebra Debut	Romance	''
Janet Dailey	Western Man and Leftover Love	7.99	4.00	2.00		Pocket	February 24, 2004	13	3	2		English	0743469887	978-0743469883	paperback	368	New York Times bestselling author Janet Dailey portrays the spirit of the American West -- and of men and women with hearts of pride and passion -- in two unforgettable novels.  Western Man Ever since she was a teenager, Sharon Powell has adored Ridge Halliday, a strong, proud Colorado rancher who could set her heart trembling with one glance from his lazy blue eyes. Now, working at his side on a cattle roundup is a dream come true. But Sharon has a bold new dream beyond her girlish fantasies: to win Ridge not just for a night of passion -- but for a lifetime of love.  Leftover Love Layne MacDonald\'s search for her birth mother takes her to a sprawling Nebraska ranch co-owned by the brusque and distant Creed Dawson. As he teaches her to rope and ride, Layne taps into his secret anguish and realizes that she is falling in love. Only a gutsy, determined woman can melt the heart of a man as tough as Creed, and Layne ows that she will be the one.	''	Romance	''
Alison Kent	The Complete Idiot's Guide to Writing Erotic Romance	11.53	5.76	2.88		Alpha	September 5, 2006	10	1	1		English	1592575463	978-1592575466	paperback	336	The basic rules for turning basic instincts into blockbuster success. Erotic romance reigns supreme as a big category of women\'s fiction--a billion dollar business serviced by a new breed of uninhibited writer. This book is the necessary how-to for first timers and a terrific guide for seasoned professionals as well, who are putting their racy--and lucrative--fantasies to paper. Now, for the first time, a eteran erotic romance author shows exactly what to do--and how. - The first book to guide writers to succeed in this multi-million dollar genre - Explores how to set up a plot and write good, steamy sex scenes - From a best-selling experienced author - Includes resource section for research tools and further reading - Interviews with top editors in the field - Foreword by Kate Duffy, editorial director at Kensington Publishing and founding editor of the genre	''	Romance	''
Liz Carlyle	Never Romance a Rake	7.99	4.00	2.00		Pocket; 1st Pocket Books Pbk. Ed edition	July 22, 2008	1	0	0		English	1416527168	978-1416527169	paperback	448	In this sizzling third book in New York Times bestselling author Liz Carlyle\'s compelling historical trilogy, a cynical rake joins a sinister game of cards with dangerously seductive stakes.  If he wins this hand...  Shunning the glittering elite of high society Kieran, Baron Rothewell, prefers the dangerous pursuits of London\'s demimonde. Hardened by a tormented past, he cares little for anyone or anything. So how can he resist the wager proposed by the dissolute Comte de Valigny? A hand of cards for the possession of the comte\'s exquisite daughter.  Will he win her heart?  Abandoned by her highborn father -- until he decides to use her -- Mademoiselle Camille Marchand puts no trust in an aristocrat\'s honor, especially that of the notorious baron. She too is gambling -- for her life -- and Rothwell is just one more card to be used.  But whatever dark desires run through his eins call to her own, and the heart plays its own game -- winner take all!	''	Romance	''
James J. Wilhelm	The Romance of Arthur, New, Expanded Edition: An Anthology of Medieval Texts in Translation	37.75	18.88	9.44		Routledge; New Exp edition	February 1, 1994	5	1	0		English	0815315112	978-0815315117	paperback	592	Here are some of the most important works of medieval Arthurian literature in fresh, new translations that convey the development of King Arthur from Latin chronicles and Celtic mythology into the romantic king of late-medieval literature.	Garland Reference Library of the Humanities, Vol 1267	Romance	''
Jamie Glazov	United in Hate: The Left's Romance with Tyranny and Terror	17.13	12.85	8.56	4.28	WND Books; 1 edition	March 3, 2009	12	0	7	1	English	1935071602	978-1935071600	hardcover	264	United in Hate analyzes the Left\'s contemporary romance with militant Islam as a continuation of the Left\'s love affair with communist totalitarianism in the twentieth century. Just as the Left was drawn to the communist killing machines of Lenin, Stalin, Mao, Pol Pot, and Castro, so too it is now attracted to radical Islam.  Both the radical Left and radical Islam possess a profound hatred for Western culture, for a capitalist economic structure that recognizes individual achievement, and for the Judeo-Christian heritage of the United States. Both seek to establish a new world order: leftists in the form of a classless communist society, and Islamists in the form of a caliphate ruled by sharia law. To achieve these goals, both are willing to wipe the slate clean by means of limitless carnage, with the ultimate goal of erecting their utopia upon the ruins of the system they have destroyed.	''	Romance	''
Sophie Jordan	Sins of a Wicked Duke	6.99	3.50	1.75		Avon	March 31, 2009	10	0	0		English	0061579173	978-0061579172	paperback	384	She works to live . . .  One would think the last place a beauty like Fallon O\'Rourke could keep her irtue was in the Mayfair mansion of London\'s most licentious duke, the notorious Dominic Hale. Yet Fallonwho\'s endured nothing but lecherous advances since her father\'s tragic deathis perfectly safe there . . . disguised as a footman! Beneath the notice of the dark-haired devil with his smoldering blue eyes and sinful smile, Fallon never imagines her secret will be discovered. But how long can her deception last when she begins to wish she is one of the many women traipsing in and out of the sinful rogue\'s bedchamber?  He lives to sin . . .  Most men envy the duke, never suspecting his pleasure-loving ways are a desperate attempt to escape, however briefly, the pain of a past that\'s left him with a heart of stone. Only one woman can break down his defenses. Only one woman can win his love . . . if she reveals her secret and succumbs to the sins of the wicked duke.	Historical Romance	Romance	''
